Data,#Samples,# Dimensions,Outlier Perc,"('LODA', (5, 10))","('LODA', (5, 20))","('LODA', (5, 30))","('LODA', (5, 40))","('LODA', (5, 50))","('LODA', (5, 75))","('LODA', (5, 100))","('LODA', (5, 150))","('LODA', (5, 200))","('LODA', (10, 10))","('LODA', (10, 20))","('LODA', (10, 30))","('LODA', (10, 40))","('LODA', (10, 50))","('LODA', (10, 75))","('LODA', (10, 100))","('LODA', (10, 150))","('LODA', (10, 200))","('LODA', (15, 10))","('LODA', (15, 20))","('LODA', (15, 30))","('LODA', (15, 40))","('LODA', (15, 50))","('LODA', (15, 75))","('LODA', (15, 100))","('LODA', (15, 150))","('LODA', (15, 200))","('LODA', (20, 10))","('LODA', (20, 20))","('LODA', (20, 30))","('LODA', (20, 40))","('LODA', (20, 50))","('LODA', (20, 75))","('LODA', (20, 100))","('LODA', (20, 150))","('LODA', (20, 200))","('LODA', (25, 10))","('LODA', (25, 20))","('LODA', (25, 30))","('LODA', (25, 40))","('LODA', (25, 50))","('LODA', (25, 75))","('LODA', (25, 100))","('LODA', (25, 150))","('LODA', (25, 200))","('LODA', (30, 10))","('LODA', (30, 20))","('LODA', (30, 30))","('LODA', (30, 40))","('LODA', (30, 50))","('LODA', (30, 75))","('LODA', (30, 100))","('LODA', (30, 150))","('LODA', (30, 200))","('ABOD', 3)","('ABOD', 5)","('ABOD', 10)","('ABOD', 15)","('ABOD', 20)","('ABOD', 25)","('ABOD', 50)","('IForest', (10, 0.1))","('IForest', (10, 0.2))","('IForest', (10, 0.3))","('IForest', (10, 0.4))","('IForest', (10, 0.5))","('IForest', (10, 0.6))","('IForest', (10, 0.7))","('IForest', (10, 0.8))","('IForest', (10, 0.9))","('IForest', (20, 0.1))","('IForest', (20, 0.2))","('IForest', (20, 0.3))","('IForest', (20, 0.4))","('IForest', (20, 0.5))","('IForest', (20, 0.6))","('IForest', (20, 0.7))","('IForest', (20, 0.8))","('IForest', (20, 0.9))","('IForest', (30, 0.1))","('IForest', (30, 0.2))","('IForest', (30, 0.3))","('IForest', (30, 0.4))","('IForest', (30, 0.5))","('IForest', (30, 0.6))","('IForest', (30, 0.7))","('IForest', (30, 0.8))","('IForest', (30, 0.9))","('IForest', (40, 0.1))","('IForest', (40, 0.2))","('IForest', (40, 0.3))","('IForest', (40, 0.4))","('IForest', (40, 0.5))","('IForest', (40, 0.6))","('IForest', (40, 0.7))","('IForest', (40, 0.8))","('IForest', (40, 0.9))","('IForest', (50, 0.1))","('IForest', (50, 0.2))","('IForest', (50, 0.3))","('IForest', (50, 0.4))","('IForest', (50, 0.5))","('IForest', (50, 0.6))","('IForest', (50, 0.7))","('IForest', (50, 0.8))","('IForest', (50, 0.9))","('IForest', (75, 0.1))","('IForest', (75, 0.2))","('IForest', (75, 0.3))","('IForest', (75, 0.4))","('IForest', (75, 0.5))","('IForest', (75, 0.6))","('IForest', (75, 0.7))","('IForest', (75, 0.8))","('IForest', (75, 0.9))","('IForest', (100, 0.1))","('IForest', (100, 0.2))","('IForest', (100, 0.3))","('IForest', (100, 0.4))","('IForest', (100, 0.5))","('IForest', (100, 0.6))","('IForest', (100, 0.7))","('IForest', (100, 0.8))","('IForest', (100, 0.9))","('IForest', (150, 0.1))","('IForest', (150, 0.2))","('IForest', (150, 0.3))","('IForest', (150, 0.4))","('IForest', (150, 0.5))","('IForest', (150, 0.6))","('IForest', (150, 0.7))","('IForest', (150, 0.8))","('IForest', (150, 0.9))","('IForest', (200, 0.1))","('IForest', (200, 0.2))","('IForest', (200, 0.3))","('IForest', (200, 0.4))","('IForest', (200, 0.5))","('IForest', (200, 0.6))","('IForest', (200, 0.7))","('IForest', (200, 0.8))","('IForest', (200, 0.9))","('kNN', ('largest', 1))","('kNN', ('largest', 5))","('kNN', ('largest', 10))","('kNN', ('largest', 15))","('kNN', ('largest', 20))","('kNN', ('largest', 25))","('kNN', ('largest', 50))","('kNN', ('largest', 60))","('kNN', ('largest', 70))","('kNN', ('largest', 80))","('kNN', ('largest', 90))","('kNN', ('largest', 100))","('kNN', ('mean', 1))","('kNN', ('mean', 5))","('kNN', ('mean', 10))","('kNN', ('mean', 15))","('kNN', ('mean', 20))","('kNN', ('mean', 25))","('kNN', ('mean', 50))","('kNN', ('mean', 60))","('kNN', ('mean', 70))","('kNN', ('mean', 80))","('kNN', ('mean', 90))","('kNN', ('mean', 100))","('kNN', ('median', 1))","('kNN', ('median', 5))","('kNN', ('median', 10))","('kNN', ('median', 15))","('kNN', ('median', 20))","('kNN', ('median', 25))","('kNN', ('median', 50))","('kNN', ('median', 60))","('kNN', ('median', 70))","('kNN', ('median', 80))","('kNN', ('median', 90))","('kNN', ('median', 100))","('LOF', ('manhattan', 1))","('LOF', ('manhattan', 5))","('LOF', ('manhattan', 10))","('LOF', ('manhattan', 15))","('LOF', ('manhattan', 20))","('LOF', ('manhattan', 25))","('LOF', ('manhattan', 50))","('LOF', ('manhattan', 60))","('LOF', ('manhattan', 70))","('LOF', ('manhattan', 80))","('LOF', ('manhattan', 90))","('LOF', ('manhattan', 100))","('LOF', ('euclidean', 1))","('LOF', ('euclidean', 5))","('LOF', ('euclidean', 10))","('LOF', ('euclidean', 15))","('LOF', ('euclidean', 20))","('LOF', ('euclidean', 25))","('LOF', ('euclidean', 50))","('LOF', ('euclidean', 60))","('LOF', ('euclidean', 70))","('LOF', ('euclidean', 80))","('LOF', ('euclidean', 90))","('LOF', ('euclidean', 100))","('LOF', ('minkowski', 1))","('LOF', ('minkowski', 5))","('LOF', ('minkowski', 10))","('LOF', ('minkowski', 15))","('LOF', ('minkowski', 20))","('LOF', ('minkowski', 25))","('LOF', ('minkowski', 50))","('LOF', ('minkowski', 60))","('LOF', ('minkowski', 70))","('LOF', ('minkowski', 80))","('LOF', ('minkowski', 90))","('LOF', ('minkowski', 100))","('HBOS', (5, 0.1))","('HBOS', (5, 0.2))","('HBOS', (5, 0.3))","('HBOS', (5, 0.4))","('HBOS', (5, 0.5))","('HBOS', (10, 0.1))","('HBOS', (10, 0.2))","('HBOS', (10, 0.3))","('HBOS', (10, 0.4))","('HBOS', (10, 0.5))","('HBOS', (20, 0.1))","('HBOS', (20, 0.2))","('HBOS', (20, 0.3))","('HBOS', (20, 0.4))","('HBOS', (20, 0.5))","('HBOS', (30, 0.1))","('HBOS', (30, 0.2))","('HBOS', (30, 0.3))","('HBOS', (30, 0.4))","('HBOS', (30, 0.5))","('HBOS', (40, 0.1))","('HBOS', (40, 0.2))","('HBOS', (40, 0.3))","('HBOS', (40, 0.4))","('HBOS', (40, 0.5))","('HBOS', (50, 0.1))","('HBOS', (50, 0.2))","('HBOS', (50, 0.3))","('HBOS', (50, 0.4))","('HBOS', (50, 0.5))","('HBOS', (75, 0.1))","('HBOS', (75, 0.2))","('HBOS', (75, 0.3))","('HBOS', (75, 0.4))","('HBOS', (75, 0.5))","('HBOS', (100, 0.1))","('HBOS', (100, 0.2))","('HBOS', (100, 0.3))","('HBOS', (100, 0.4))","('HBOS', (100, 0.5))","('OCSVM', ('linear', 0.1))","('OCSVM', ('linear', 0.2))","('OCSVM', ('linear', 0.3))","('OCSVM', ('linear', 0.4))","('OCSVM', ('linear', 0.5))","('OCSVM', ('linear', 0.6))","('OCSVM', ('linear', 0.7))","('OCSVM', ('linear', 0.8))","('OCSVM', ('linear', 0.9))","('OCSVM', ('poly', 0.1))","('OCSVM', ('poly', 0.2))","('OCSVM', ('poly', 0.3))","('OCSVM', ('poly', 0.4))","('OCSVM', ('poly', 0.5))","('OCSVM', ('poly', 0.6))","('OCSVM', ('poly', 0.7))","('OCSVM', ('poly', 0.8))","('OCSVM', ('poly', 0.9))","('OCSVM', ('rbf', 0.1))","('OCSVM', ('rbf', 0.2))","('OCSVM', ('rbf', 0.3))","('OCSVM', ('rbf', 0.4))","('OCSVM', ('rbf', 0.5))","('OCSVM', ('rbf', 0.6))","('OCSVM', ('rbf', 0.7))","('OCSVM', ('rbf', 0.8))","('OCSVM', ('rbf', 0.9))","('OCSVM', ('sigmoid', 0.1))","('OCSVM', ('sigmoid', 0.2))","('OCSVM', ('sigmoid', 0.3))","('OCSVM', ('sigmoid', 0.4))","('OCSVM', ('sigmoid', 0.5))","('OCSVM', ('sigmoid', 0.6))","('OCSVM', ('sigmoid', 0.7))","('OCSVM', ('sigmoid', 0.8))","('OCSVM', ('sigmoid', 0.9))","('COF', 3)","('COF', 5)","('COF', 10)","('COF', 15)","('COF', 20)","('COF', 25)","('COF', 50)"
Annthyroid,7129,21,7.4905,0.0735,0.0968,0.0629,0.0604,0.0825,0.0896,0.0729,0.0532,0.0659,0.0597,0.0807,0.1601,0.0883,0.1485,0.0543,0.0833,0.0906,0.1624,0.1104,0.1133,0.0499,0.0685,0.0889,0.066,0.1218,0.0599,0.0802,0.0652,0.0834,0.0753,0.0514,0.0899,0.117,0.1168,0.128,0.0708,0.0512,0.1119,0.0571,0.1534,0.1622,0.1477,0.0677,0.0672,0.1428,0.2025,0.0756,0.2149,0.0938,0.1002,0.0805,0.115,0.0919,0.1605,0.1403,0.1446,0.1407,0.1375,0.1353,0.1337,0.1282,0.1871,0.195,0.1385,0.1816,0.1388,0.1057,0.1237,0.1441,0.1112,0.2776,0.2418,0.1837,0.1376,0.1382,0.1504,0.1164,0.1088,0.1204,0.3351,0.2235,0.1883,0.1485,0.1304,0.1362,0.151,0.1165,0.1203,0.2351,0.2358,0.1862,0.1618,0.1387,0.1213,0.1262,0.1198,0.1194,0.2264,0.1913,0.1695,0.1605,0.1399,0.1257,0.1206,0.1173,0.1106,0.2116,0.215,0.1645,0.1584,0.1344,0.1243,0.1287,0.1259,0.1376,0.249,0.2306,0.1662,0.1498,0.138,0.1295,0.1291,0.1167,0.1277,0.2403,0.2366,0.1784,0.1547,0.1425,0.1197,0.1234,0.1233,0.1157,0.3093,0.2186,0.1901,0.1604,0.1388,0.1281,0.1295,0.1274,0.113,0.1443,0.1272,0.1237,0.1289,0.1278,0.1269,0.123,0.1189,0.1173,0.1153,0.1127,0.111,0.1443,0.133,0.128,0.1279,0.1271,0.1268,0.1265,0.1253,0.1235,0.1221,0.1206,0.1194,0.1443,0.1312,0.1269,0.1237,0.1257,0.1294,0.1268,0.1263,0.126,0.1257,0.1248,0.1225,0.097,0.124,0.1319,0.1351,0.1382,0.1405,0.1525,0.1489,0.1455,0.1428,0.1353,0.1294,0.0961,0.1249,0.1271,0.1294,0.1301,0.1315,0.1459,0.152,0.1429,0.1427,0.1403,0.1344,0.0961,0.1249,0.1271,0.1294,0.1301,0.1315,0.1459,0.152,0.1429,0.1427,0.1403,0.1344,0.0603,0.0602,0.06,0.0599,0.0599,0.105,0.0953,0.0898,0.0862,0.0837,0.1399,0.1234,0.1139,0.1076,0.1028,0.1704,0.1477,0.1341,0.1254,0.1189,0.1779,0.1554,0.1413,0.1317,0.1248,0.2047,0.1799,0.164,0.1526,0.1436,0.2459,0.2212,0.2038,0.1902,0.1795,0.2649,0.2402,0.222,0.2081,0.1966,0.059,0.062,0.0462,0.0782,0.049,0.0559,0.1144,0.0555,0.0772,0.0683,0.0696,0.0732,0.0735,0.073,0.0694,0.0675,0.0695,0.0978,0.1006,0.1009,0.1012,0.0997,0.0991,0.098,0.0966,0.0956,0.095,0.0597,0.0617,0.0669,0.0715,0.0756,0.0797,0.0837,0.0893,0.0998,0.1103,0.1218,0.1321,0.1322,0.1344,0.1359,0.1421
Arrhythmia,450,259,45.7778,0.4361,0.504,0.4306,0.4282,0.5771,0.6197,0.5476,0.6295,0.6512,0.6415,0.6542,0.709,0.6649,0.7152,0.7214,0.6953,0.7065,0.724,0.6966,0.6744,0.6998,0.7105,0.7002,0.7139,0.7275,0.7318,0.7156,0.7007,0.7179,0.7316,0.6994,0.7115,0.7217,0.7139,0.7292,0.7166,0.685,0.7452,0.707,0.7513,0.7395,0.7158,0.7211,0.7336,0.726,0.7273,0.7445,0.7108,0.7372,0.731,0.7264,0.7321,0.7335,0.7314,0.6522,0.6588,0.6689,0.6651,0.6732,0.6789,0.6821,0.7363,0.734,0.76,0.7311,0.748,0.7465,0.7336,0.7239,0.7463,0.7636,0.7483,0.7521,0.7439,0.7482,0.7543,0.7474,0.7596,0.7489,0.7452,0.7511,0.7599,0.7591,0.7616,0.7614,0.7579,0.7643,0.7552,0.7689,0.7482,0.7495,0.7648,0.7499,0.7636,0.7596,0.7625,0.7679,0.7648,0.7566,0.7555,0.7648,0.7525,0.756,0.7576,0.7555,0.7526,0.7629,0.7619,0.7603,0.7682,0.7625,0.7617,0.7715,0.7578,0.7571,0.7535,0.7628,0.7578,0.7565,0.7649,0.7619,0.7511,0.7661,0.7661,0.7558,0.7571,0.7639,0.7676,0.7607,0.7601,0.7601,0.7669,0.7652,0.7603,0.7579,0.7623,0.7608,0.7616,0.7617,0.7606,0.7591,0.7655,0.7033,0.7059,0.7101,0.7108,0.7108,0.7123,0.7134,0.7141,0.7141,0.7144,0.7146,0.7142,0.7033,0.7057,0.7073,0.7088,0.7095,0.7102,0.7118,0.7121,0.7124,0.7129,0.7133,0.7132,0.7033,0.7069,0.7064,0.7085,0.7102,0.7106,0.7122,0.7123,0.7125,0.7129,0.7134,0.7134,0.631,0.7144,0.7378,0.7435,0.746,0.7507,0.752,0.7528,0.7535,0.7544,0.7547,0.7554,0.6132,0.6594,0.6742,0.6786,0.6851,0.6896,0.6985,0.702,0.7037,0.7045,0.7051,0.7049,0.6132,0.6594,0.6742,0.6786,0.6851,0.6896,0.6985,0.702,0.7037,0.7045,0.7051,0.7049,0.7565,0.7572,0.757,0.757,0.7565,0.7579,0.7575,0.7571,0.7562,0.756,0.7531,0.7501,0.7474,0.7456,0.7441,0.7556,0.7506,0.7473,0.7448,0.7437,0.7475,0.7427,0.7388,0.7355,0.7319,0.7462,0.7415,0.7368,0.7331,0.7292,0.7435,0.7392,0.7353,0.7301,0.7259,0.7484,0.7434,0.7384,0.7342,0.7298,0.4397,0.4793,0.4478,0.4454,0.4572,0.4324,0.4387,0.4324,0.3922,0.3772,0.3715,0.3617,0.3523,0.351,0.3495,0.3496,0.3538,0.3511,0.6769,0.7007,0.7063,0.7087,0.7107,0.7101,0.7116,0.7126,0.7131,0.4327,0.4834,0.5429,0.5814,0.6045,0.6284,0.6451,0.682,0.705,0.6671,0.6975,0.7101,0.7129,0.7256,0.7311,0.7391
Cardiotocography,2114,21,22.0435,0.4231,0.5417,0.2614,0.2414,0.3083,0.4732,0.2936,0.3865,0.3134,0.5379,0.5338,0.4499,0.429,0.5924,0.4406,0.4486,0.5036,0.446,0.5967,0.4771,0.4284,0.4774,0.4268,0.5114,0.5573,0.4046,0.4486,0.4073,0.3936,0.3881,0.4514,0.4069,0.4376,0.5269,0.4716,0.4493,0.3639,0.3422,0.377,0.524,0.4113,0.4186,0.4308,0.48,0.4367,0.3942,0.3522,0.411,0.4171,0.4243,0.4119,0.4468,0.4436,0.4139,0.2194,0.2419,0.2554,0.2598,0.2616,0.2646,0.2737,0.3541,0.4107,0.478,0.3865,0.3817,0.4669,0.4497,0.439,0.3879,0.4033,0.3865,0.462,0.4654,0.4371,0.4072,0.4257,0.4508,0.423,0.4286,0.4733,0.4265,0.4177,0.4276,0.429,0.479,0.4447,0.4665,0.4322,0.4122,0.4098,0.4233,0.4377,0.4579,0.4319,0.4136,0.4102,0.4037,0.4558,0.4481,0.4352,0.4351,0.4438,0.423,0.4281,0.4319,0.4427,0.4115,0.4644,0.4374,0.4049,0.4676,0.4248,0.4587,0.4464,0.4079,0.4256,0.4334,0.4411,0.4423,0.4481,0.4367,0.4338,0.4591,0.4327,0.4314,0.4446,0.4421,0.431,0.44,0.4214,0.4315,0.4449,0.4211,0.434,0.4466,0.4435,0.4418,0.4378,0.4366,0.4317,0.4367,0.2373,0.3016,0.314,0.3185,0.3203,0.3243,0.3363,0.3408,0.3456,0.349,0.3521,0.355,0.2373,0.2779,0.3023,0.308,0.3109,0.3132,0.321,0.3257,0.3294,0.3321,0.3345,0.3366,0.2373,0.2765,0.304,0.3136,0.3144,0.3185,0.3247,0.3279,0.3294,0.3322,0.3346,0.3366,0.2584,0.2576,0.3015,0.2802,0.2773,0.2723,0.2754,0.2784,0.284,0.2895,0.295,0.3025,0.2325,0.2673,0.2951,0.2842,0.2756,0.2724,0.2713,0.2751,0.2809,0.29,0.2974,0.3051,0.2325,0.2673,0.2951,0.2842,0.2756,0.2724,0.2713,0.2751,0.2809,0.29,0.2974,0.3051,0.3806,0.3766,0.3744,0.3734,0.3725,0.3742,0.3715,0.3698,0.3694,0.3687,0.3398,0.3349,0.3323,0.331,0.3303,0.3443,0.3418,0.3415,0.3417,0.3413,0.3502,0.3463,0.3438,0.3426,0.3423,0.3426,0.337,0.3341,0.3329,0.3315,0.3329,0.3305,0.3276,0.3266,0.3254,0.3288,0.3231,0.3188,0.3165,0.3149,0.2061,0.1433,0.1342,0.28,0.1998,0.2777,0.2675,0.1694,0.1723,0.1551,0.1563,0.1588,0.1548,0.1544,0.155,0.1567,0.1507,0.1363,0.4136,0.4032,0.4113,0.4119,0.4131,0.4131,0.4175,0.4132,0.41,0.3836,0.4659,0.4721,0.4785,0.4888,0.5034,0.5179,0.5306,0.5382,0.2389,0.243,0.2751,0.2761,0.2843,0.2818,0.268
HeartDisease,270,13,44.4444,0.4287,0.6412,0.7353,0.4592,0.6272,0.4009,0.6021,0.4452,0.6579,0.4113,0.502,0.4994,0.4303,0.5685,0.5951,0.6883,0.7484,0.5553,0.561,0.4845,0.7036,0.4975,0.7059,0.5684,0.4567,0.4103,0.5614,0.6756,0.4169,0.5308,0.5851,0.5991,0.7335,0.692,0.5709,0.6171,0.6096,0.4699,0.6712,0.5662,0.5904,0.5215,0.5925,0.5027,0.5852,0.4036,0.5873,0.7221,0.4966,0.433,0.6642,0.4785,0.5247,0.581,0.5611,0.5472,0.5544,0.5453,0.5427,0.542,0.5385,0.5042,0.5434,0.5356,0.5366,0.516,0.5095,0.5317,0.5198,0.5235,0.5361,0.5428,0.5538,0.5728,0.549,0.5114,0.5231,0.5232,0.5457,0.5264,0.5255,0.5354,0.5402,0.5224,0.5383,0.5373,0.5491,0.5511,0.5441,0.551,0.55,0.5403,0.5291,0.5544,0.5575,0.5445,0.5355,0.588,0.5637,0.5248,0.5253,0.5317,0.5511,0.5433,0.5451,0.5465,0.5658,0.5174,0.5226,0.5441,0.5373,0.5326,0.5399,0.5368,0.5228,0.5257,0.5469,0.5386,0.5446,0.5385,0.543,0.5289,0.5397,0.5382,0.5719,0.5187,0.5411,0.5226,0.5329,0.5421,0.5408,0.5367,0.5416,0.5356,0.5443,0.5358,0.5389,0.546,0.5345,0.5372,0.5251,0.5408,0.5705,0.5484,0.5392,0.5444,0.5544,0.5538,0.5608,0.5664,0.5724,0.5755,0.5744,0.574,0.5705,0.5522,0.5522,0.5513,0.55,0.5512,0.556,0.555,0.5575,0.5602,0.5629,0.5636,0.5705,0.5461,0.5497,0.5532,0.5396,0.5434,0.5528,0.5546,0.5571,0.5589,0.5618,0.5613,0.4663,0.4999,0.4717,0.4804,0.4686,0.4704,0.5061,0.5189,0.5325,0.5483,0.564,0.5744,0.4731,0.5117,0.4723,0.4713,0.4729,0.4795,0.5087,0.5242,0.5322,0.5442,0.5539,0.5628,0.4731,0.5117,0.4723,0.4713,0.4729,0.4795,0.5087,0.5242,0.5322,0.5442,0.5539,0.5628,0.5635,0.5686,0.568,0.5719,0.5719,0.5775,0.5744,0.5733,0.5758,0.5748,0.5993,0.5943,0.5904,0.5869,0.5848,0.7043,0.7058,0.7034,0.7016,0.703,0.6061,0.6045,0.5988,0.5945,0.5888,0.7037,0.7086,0.7092,0.7068,0.7057,0.4919,0.5126,0.5156,0.5174,0.5194,0.7011,0.7006,0.6986,0.6987,0.698,0.3785,0.469,0.436,0.4026,0.53,0.3917,0.3756,0.4205,0.4702,0.4595,0.4126,0.4281,0.4441,0.458,0.4674,0.4604,0.4548,0.4224,0.4802,0.4925,0.5181,0.5268,0.5259,0.5236,0.5276,0.5277,0.5365,0.4463,0.4613,0.4732,0.4724,0.5009,0.5401,0.542,0.5554,0.5711,0.4861,0.4998,0.4785,0.4809,0.4768,0.4793,0.5011
InternetAds,1966,1555,18.7182,0.2873,0.1887,0.2055,0.1647,0.1797,0.2172,0.1791,0.1672,0.1725,0.2484,0.2851,0.1841,0.26,0.2157,0.2368,0.198,0.1824,0.2344,0.2465,0.1885,0.2397,0.269,0.3201,0.233,0.2915,0.2786,0.2737,0.2931,0.2754,0.2247,0.2788,0.2339,0.2577,0.2353,0.2698,0.2977,0.206,0.2649,0.306,0.249,0.2723,0.3184,0.295,0.3107,0.3206,0.2456,0.2087,0.305,0.2931,0.2548,0.2964,0.3163,0.3076,0.2929,0.2024,0.2303,0.2907,0.3204,0.3385,0.3387,0.3304,0.5443,0.4083,0.4285,0.5357,0.4058,0.3876,0.4634,0.4413,0.4669,0.5068,0.5268,0.4739,0.4547,0.4828,0.3479,0.4079,0.4725,0.4528,0.5398,0.5868,0.5218,0.442,0.5253,0.4714,0.4287,0.4755,0.4434,0.4911,0.4967,0.5438,0.4715,0.5351,0.5187,0.4331,0.4746,0.5148,0.5422,0.4146,0.4438,0.4982,0.4906,0.481,0.4675,0.4696,0.4786,0.5594,0.5583,0.4725,0.4803,0.512,0.5169,0.4529,0.4474,0.5196,0.5078,0.5064,0.4946,0.4693,0.5162,0.5027,0.4964,0.4965,0.4969,0.5312,0.5183,0.496,0.525,0.4808,0.5181,0.5068,0.542,0.5052,0.4971,0.4734,0.5161,0.5456,0.5154,0.5329,0.5075,0.5395,0.5271,0.2541,0.2714,0.2592,0.299,0.2969,0.2963,0.2973,0.2973,0.2973,0.2972,0.2974,0.2974,0.2541,0.2835,0.2817,0.2905,0.2953,0.2969,0.298,0.2978,0.2978,0.2978,0.2978,0.2977,0.2541,0.2931,0.2785,0.2661,0.2654,0.2993,0.2963,0.2969,0.2971,0.2972,0.2972,0.2973,0.1717,0.2287,0.2306,0.2557,0.2906,0.3037,0.3303,0.3392,0.3479,0.3552,0.3607,0.3663,0.1622,0.1983,0.2061,0.2171,0.2446,0.2545,0.2663,0.2714,0.2763,0.2796,0.282,0.2841,0.1622,0.1983,0.2061,0.2171,0.2446,0.2545,0.2663,0.2714,0.2763,0.2796,0.282,0.2841,0.5131,0.4919,0.4787,0.4685,0.4608,0.5253,0.5131,0.5011,0.4919,0.4845,0.5343,0.5253,0.5188,0.5131,0.5074,0.5364,0.532,0.5253,0.5213,0.5169,0.5369,0.5343,0.5313,0.5253,0.5228,0.5367,0.5359,0.533,0.5308,0.5253,0.5349,0.5368,0.5359,0.5342,0.532,0.5335,0.5367,0.5366,0.5359,0.5343,0.1885,0.1895,0.2224,0.1759,0.18,0.2146,0.2026,0.2214,0.1917,0.1788,0.1767,0.171,0.1691,0.1695,0.167,0.1691,0.1733,0.1724,0.2587,0.2718,0.2862,0.2904,0.2925,0.2937,0.2942,0.2947,0.2951,0.1653,0.1966,0.2398,0.2657,0.3136,0.3504,0.3606,0.3678,0.3714,0.19,0.2203,0.2532,0.2714,0.2821,0.2923,0.3174
PageBlocks,5393,10,9.4567,0.2297,0.2044,0.2988,0.1745,0.5796,0.2457,0.35,0.3133,0.4793,0.5014,0.4158,0.5498,0.3532,0.4999,0.4122,0.5362,0.4252,0.6161,0.3326,0.3687,0.5669,0.4642,0.4616,0.5849,0.5917,0.4763,0.5007,0.4258,0.5005,0.4486,0.5331,0.6645,0.5029,0.4347,0.4818,0.5367,0.3905,0.5576,0.6315,0.5597,0.5492,0.5523,0.505,0.4748,0.5293,0.4343,0.3,0.5148,0.4998,0.4583,0.5108,0.5288,0.511,0.5051,0.3415,0.39,0.4142,0.4268,0.4357,0.4411,0.4613,0.3632,0.469,0.4808,0.4061,0.5339,0.4628,0.4959,0.4442,0.4669,0.4177,0.4535,0.4336,0.5213,0.46,0.4418,0.4352,0.4781,0.459,0.3122,0.4094,0.4478,0.4698,0.4383,0.4788,0.476,0.4558,0.5115,0.3428,0.4207,0.4405,0.4522,0.4664,0.4505,0.4676,0.4815,0.468,0.3415,0.4627,0.4615,0.476,0.4344,0.4634,0.4766,0.4654,0.4685,0.3638,0.4187,0.4366,0.4568,0.4633,0.4798,0.4799,0.475,0.4691,0.3596,0.4415,0.4544,0.4487,0.4476,0.4858,0.4889,0.4652,0.4778,0.3388,0.4236,0.4458,0.4667,0.4636,0.4559,0.4726,0.4662,0.4578,0.3768,0.436,0.4484,0.4536,0.4475,0.4631,0.4754,0.4747,0.4647,0.3764,0.4838,0.5136,0.5286,0.5394,0.5555,0.5699,0.574,0.5746,0.5786,0.5799,0.5799,0.3764,0.4563,0.4838,0.5017,0.5149,0.5271,0.5562,0.5604,0.5629,0.5652,0.5671,0.5684,0.3764,0.4531,0.4824,0.4956,0.5162,0.5208,0.5561,0.5614,0.5642,0.568,0.5703,0.5709,0.1039,0.2087,0.2492,0.2861,0.3094,0.3204,0.4223,0.4588,0.4855,0.5048,0.5191,0.5308,0.1095,0.2053,0.2425,0.2736,0.3003,0.3119,0.4148,0.4471,0.4693,0.4891,0.5053,0.5192,0.1095,0.2053,0.2425,0.2736,0.3003,0.3119,0.4148,0.4471,0.4693,0.4891,0.5053,0.5192,0.3462,0.3369,0.3332,0.3295,0.3289,0.2912,0.2785,0.273,0.2687,0.2666,0.2329,0.2237,0.2181,0.2145,0.2119,0.2133,0.201,0.1933,0.1877,0.183,0.1833,0.172,0.1623,0.1561,0.1519,0.172,0.1612,0.1528,0.1458,0.1415,0.1526,0.1356,0.1259,0.1204,0.1167,0.1537,0.1362,0.1256,0.1188,0.115,0.0786,0.1639,0.0569,0.1971,0.2299,0.2807,0.2288,0.1194,0.2654,0.0552,0.0571,0.0578,0.0576,0.0581,0.0591,0.0585,0.0595,0.0522,0.5306,0.5739,0.5758,0.5536,0.5331,0.5215,0.5134,0.5074,0.5024,0.2477,0.2929,0.2989,0.3037,0.3116,0.3037,0.3096,0.3133,0.3249,0.1293,0.1578,0.2101,0.2395,0.2574,0.2639,0.3631
