Data,#Samples,# Dimensions,Outlier Perc,"('LODA', (5, 10))","('LODA', (5, 20))","('LODA', (5, 30))","('LODA', (5, 40))","('LODA', (5, 50))","('LODA', (5, 75))","('LODA', (5, 100))","('LODA', (5, 150))","('LODA', (5, 200))","('LODA', (10, 10))","('LODA', (10, 20))","('LODA', (10, 30))","('LODA', (10, 40))","('LODA', (10, 50))","('LODA', (10, 75))","('LODA', (10, 100))","('LODA', (10, 150))","('LODA', (10, 200))","('LODA', (15, 10))","('LODA', (15, 20))","('LODA', (15, 30))","('LODA', (15, 40))","('LODA', (15, 50))","('LODA', (15, 75))","('LODA', (15, 100))","('LODA', (15, 150))","('LODA', (15, 200))","('LODA', (20, 10))","('LODA', (20, 20))","('LODA', (20, 30))","('LODA', (20, 40))","('LODA', (20, 50))","('LODA', (20, 75))","('LODA', (20, 100))","('LODA', (20, 150))","('LODA', (20, 200))","('LODA', (25, 10))","('LODA', (25, 20))","('LODA', (25, 30))","('LODA', (25, 40))","('LODA', (25, 50))","('LODA', (25, 75))","('LODA', (25, 100))","('LODA', (25, 150))","('LODA', (25, 200))","('LODA', (30, 10))","('LODA', (30, 20))","('LODA', (30, 30))","('LODA', (30, 40))","('LODA', (30, 50))","('LODA', (30, 75))","('LODA', (30, 100))","('LODA', (30, 150))","('LODA', (30, 200))","('ABOD', 3)","('ABOD', 5)","('ABOD', 10)","('ABOD', 15)","('ABOD', 20)","('ABOD', 25)","('ABOD', 50)","('IForest', (10, 0.1))","('IForest', (10, 0.2))","('IForest', (10, 0.3))","('IForest', (10, 0.4))","('IForest', (10, 0.5))","('IForest', (10, 0.6))","('IForest', (10, 0.7))","('IForest', (10, 0.8))","('IForest', (10, 0.9))","('IForest', (20, 0.1))","('IForest', (20, 0.2))","('IForest', (20, 0.3))","('IForest', (20, 0.4))","('IForest', (20, 0.5))","('IForest', (20, 0.6))","('IForest', (20, 0.7))","('IForest', (20, 0.8))","('IForest', (20, 0.9))","('IForest', (30, 0.1))","('IForest', (30, 0.2))","('IForest', (30, 0.3))","('IForest', (30, 0.4))","('IForest', (30, 0.5))","('IForest', (30, 0.6))","('IForest', (30, 0.7))","('IForest', (30, 0.8))","('IForest', (30, 0.9))","('IForest', (40, 0.1))","('IForest', (40, 0.2))","('IForest', (40, 0.3))","('IForest', (40, 0.4))","('IForest', (40, 0.5))","('IForest', (40, 0.6))","('IForest', (40, 0.7))","('IForest', (40, 0.8))","('IForest', (40, 0.9))","('IForest', (50, 0.1))","('IForest', (50, 0.2))","('IForest', (50, 0.3))","('IForest', (50, 0.4))","('IForest', (50, 0.5))","('IForest', (50, 0.6))","('IForest', (50, 0.7))","('IForest', (50, 0.8))","('IForest', (50, 0.9))","('IForest', (75, 0.1))","('IForest', (75, 0.2))","('IForest', (75, 0.3))","('IForest', (75, 0.4))","('IForest', (75, 0.5))","('IForest', (75, 0.6))","('IForest', (75, 0.7))","('IForest', (75, 0.8))","('IForest', (75, 0.9))","('IForest', (100, 0.1))","('IForest', (100, 0.2))","('IForest', (100, 0.3))","('IForest', (100, 0.4))","('IForest', (100, 0.5))","('IForest', (100, 0.6))","('IForest', (100, 0.7))","('IForest', (100, 0.8))","('IForest', (100, 0.9))","('IForest', (150, 0.1))","('IForest', (150, 0.2))","('IForest', (150, 0.3))","('IForest', (150, 0.4))","('IForest', (150, 0.5))","('IForest', (150, 0.6))","('IForest', (150, 0.7))","('IForest', (150, 0.8))","('IForest', (150, 0.9))","('IForest', (200, 0.1))","('IForest', (200, 0.2))","('IForest', (200, 0.3))","('IForest', (200, 0.4))","('IForest', (200, 0.5))","('IForest', (200, 0.6))","('IForest', (200, 0.7))","('IForest', (200, 0.8))","('IForest', (200, 0.9))","('kNN', ('largest', 1))","('kNN', ('largest', 5))","('kNN', ('largest', 10))","('kNN', ('largest', 15))","('kNN', ('largest', 20))","('kNN', ('largest', 25))","('kNN', ('largest', 50))","('kNN', ('largest', 60))","('kNN', ('largest', 70))","('kNN', ('largest', 80))","('kNN', ('largest', 90))","('kNN', ('largest', 100))","('kNN', ('mean', 1))","('kNN', ('mean', 5))","('kNN', ('mean', 10))","('kNN', ('mean', 15))","('kNN', ('mean', 20))","('kNN', ('mean', 25))","('kNN', ('mean', 50))","('kNN', ('mean', 60))","('kNN', ('mean', 70))","('kNN', ('mean', 80))","('kNN', ('mean', 90))","('kNN', ('mean', 100))","('kNN', ('median', 1))","('kNN', ('median', 5))","('kNN', ('median', 10))","('kNN', ('median', 15))","('kNN', ('median', 20))","('kNN', ('median', 25))","('kNN', ('median', 50))","('kNN', ('median', 60))","('kNN', ('median', 70))","('kNN', ('median', 80))","('kNN', ('median', 90))","('kNN', ('median', 100))","('LOF', ('manhattan', 1))","('LOF', ('manhattan', 5))","('LOF', ('manhattan', 10))","('LOF', ('manhattan', 15))","('LOF', ('manhattan', 20))","('LOF', ('manhattan', 25))","('LOF', ('manhattan', 50))","('LOF', ('manhattan', 60))","('LOF', ('manhattan', 70))","('LOF', ('manhattan', 80))","('LOF', ('manhattan', 90))","('LOF', ('manhattan', 100))","('LOF', ('euclidean', 1))","('LOF', ('euclidean', 5))","('LOF', ('euclidean', 10))","('LOF', ('euclidean', 15))","('LOF', ('euclidean', 20))","('LOF', ('euclidean', 25))","('LOF', ('euclidean', 50))","('LOF', ('euclidean', 60))","('LOF', ('euclidean', 70))","('LOF', ('euclidean', 80))","('LOF', ('euclidean', 90))","('LOF', ('euclidean', 100))","('LOF', ('minkowski', 1))","('LOF', ('minkowski', 5))","('LOF', ('minkowski', 10))","('LOF', ('minkowski', 15))","('LOF', ('minkowski', 20))","('LOF', ('minkowski', 25))","('LOF', ('minkowski', 50))","('LOF', ('minkowski', 60))","('LOF', ('minkowski', 70))","('LOF', ('minkowski', 80))","('LOF', ('minkowski', 90))","('LOF', ('minkowski', 100))","('HBOS', (5, 0.1))","('HBOS', (5, 0.2))","('HBOS', (5, 0.3))","('HBOS', (5, 0.4))","('HBOS', (5, 0.5))","('HBOS', (10, 0.1))","('HBOS', (10, 0.2))","('HBOS', (10, 0.3))","('HBOS', (10, 0.4))","('HBOS', (10, 0.5))","('HBOS', (20, 0.1))","('HBOS', (20, 0.2))","('HBOS', (20, 0.3))","('HBOS', (20, 0.4))","('HBOS', (20, 0.5))","('HBOS', (30, 0.1))","('HBOS', (30, 0.2))","('HBOS', (30, 0.3))","('HBOS', (30, 0.4))","('HBOS', (30, 0.5))","('HBOS', (40, 0.1))","('HBOS', (40, 0.2))","('HBOS', (40, 0.3))","('HBOS', (40, 0.4))","('HBOS', (40, 0.5))","('HBOS', (50, 0.1))","('HBOS', (50, 0.2))","('HBOS', (50, 0.3))","('HBOS', (50, 0.4))","('HBOS', (50, 0.5))","('HBOS', (75, 0.1))","('HBOS', (75, 0.2))","('HBOS', (75, 0.3))","('HBOS', (75, 0.4))","('HBOS', (75, 0.5))","('HBOS', (100, 0.1))","('HBOS', (100, 0.2))","('HBOS', (100, 0.3))","('HBOS', (100, 0.4))","('HBOS', (100, 0.5))","('OCSVM', ('linear', 0.1))","('OCSVM', ('linear', 0.2))","('OCSVM', ('linear', 0.3))","('OCSVM', ('linear', 0.4))","('OCSVM', ('linear', 0.5))","('OCSVM', ('linear', 0.6))","('OCSVM', ('linear', 0.7))","('OCSVM', ('linear', 0.8))","('OCSVM', ('linear', 0.9))","('OCSVM', ('poly', 0.1))","('OCSVM', ('poly', 0.2))","('OCSVM', ('poly', 0.3))","('OCSVM', ('poly', 0.4))","('OCSVM', ('poly', 0.5))","('OCSVM', ('poly', 0.6))","('OCSVM', ('poly', 0.7))","('OCSVM', ('poly', 0.8))","('OCSVM', ('poly', 0.9))","('OCSVM', ('rbf', 0.1))","('OCSVM', ('rbf', 0.2))","('OCSVM', ('rbf', 0.3))","('OCSVM', ('rbf', 0.4))","('OCSVM', ('rbf', 0.5))","('OCSVM', ('rbf', 0.6))","('OCSVM', ('rbf', 0.7))","('OCSVM', ('rbf', 0.8))","('OCSVM', ('rbf', 0.9))","('OCSVM', ('sigmoid', 0.1))","('OCSVM', ('sigmoid', 0.2))","('OCSVM', ('sigmoid', 0.3))","('OCSVM', ('sigmoid', 0.4))","('OCSVM', ('sigmoid', 0.5))","('OCSVM', ('sigmoid', 0.6))","('OCSVM', ('sigmoid', 0.7))","('OCSVM', ('sigmoid', 0.8))","('OCSVM', ('sigmoid', 0.9))","('COF', 3)","('COF', 5)","('COF', 10)","('COF', 15)","('COF', 20)","('COF', 25)","('COF', 50)"
annthyroid,7200,6,7.4167,0.034,0.0206,0.0356,0.03,0.0225,0.0337,0.0431,0.0318,0.0431,0.1386,0.1404,0.133,0.0936,0.1199,0.1311,0.1067,0.1105,0.1067,0.1442,0.2172,0.2322,0.1985,0.2172,0.221,0.2172,0.1966,0.2022,0.2097,0.236,0.2191,0.2434,0.2266,0.2135,0.2285,0.2285,0.221,0.2472,0.2472,0.2472,0.2322,0.2341,0.2509,0.2397,0.2453,0.2416,0.2772,0.2547,0.2697,0.2491,0.2547,0.236,0.2453,0.2397,0.2434,0.2434,0.2828,0.309,0.3127,0.3165,0.3221,0.3221,0.3352,0.3184,0.3371,0.3446,0.3221,0.3202,0.2846,0.324,0.294,0.3933,0.397,0.3502,0.3446,0.3109,0.324,0.3221,0.3258,0.3202,0.3764,0.3427,0.3633,0.3315,0.3315,0.3427,0.339,0.3333,0.3277,0.3708,0.339,0.3577,0.3408,0.324,0.3502,0.2978,0.3184,0.3296,0.3521,0.3558,0.3839,0.3184,0.3315,0.3371,0.339,0.339,0.3109,0.3464,0.3408,0.3446,0.3277,0.3333,0.3277,0.3184,0.324,0.3165,0.3464,0.3371,0.3708,0.3315,0.3296,0.3408,0.3202,0.3352,0.3333,0.3876,0.3427,0.3464,0.3352,0.3258,0.3352,0.3258,0.324,0.324,0.3521,0.3539,0.3483,0.3333,0.3371,0.3315,0.3315,0.324,0.324,0.2884,0.3146,0.3109,0.3015,0.3015,0.2996,0.2884,0.2865,0.2828,0.2809,0.2753,0.2734,0.2884,0.3052,0.3146,0.3146,0.3071,0.3034,0.3015,0.2996,0.294,0.2921,0.2921,0.2903,0.2884,0.3077,0.3071,0.3071,0.309,0.3052,0.2996,0.294,0.2921,0.2921,0.2903,0.2884,0.1124,0.1779,0.1816,0.1798,0.1891,0.1966,0.2154,0.221,0.2228,0.221,0.221,0.2341,0.0955,0.2083,0.1948,0.2022,0.2116,0.2228,0.2285,0.2341,0.2397,0.2434,0.2416,0.2528,0.0955,0.2083,0.1948,0.2022,0.2116,0.2228,0.2285,0.2341,0.2397,0.2434,0.2416,0.2528,0.0428,0.0431,0.0431,0.0452,0.0453,0.2697,0.2678,0.2645,0.265,0.264,0.2996,0.3015,0.3109,0.3165,0.3202,0.3502,0.3708,0.3858,0.3895,0.3989,0.3727,0.3951,0.4139,0.427,0.4382,0.4157,0.4532,0.4813,0.5131,0.5243,0.4925,0.5468,0.5918,0.6273,0.6517,0.5225,0.5899,0.6367,0.6742,0.7004,0.0805,0.0487,0.0187,0.015,0.088,0.0056,0.0094,0.0056,0.0431,0.118,0.1798,0.2584,0.3464,0.4176,0.4617,0.5131,0.4981,0.2491,0.2491,0.2622,0.2584,0.2491,0.2453,0.2434,0.2416,0.2416,0.2416,0.0468,0.0562,0.0637,0.0712,0.0899,0.0955,0.1161,0.1479,0.206,0.1348,0.1536,0.1536,0.1723,0.1742,0.1891,0.2079
arrhythmia,452,274,14.6018,0.2424,0.2273,0.2727,0.2121,0.1515,0.3485,0.2727,0.2727,0.303,0.4394,0.4848,0.3939,0.4545,0.4242,0.4394,0.4545,0.3939,0.4394,0.3636,0.4697,0.4242,0.3939,0.5,0.4545,0.3939,0.4091,0.4242,0.4091,0.4242,0.3939,0.4545,0.4394,0.4545,0.4091,0.4091,0.4697,0.4697,0.4242,0.4545,0.4394,0.3939,0.4394,0.4394,0.4697,0.4394,0.4091,0.3939,0.4697,0.4091,0.4394,0.4545,0.4394,0.4545,0.4242,0.3939,0.3788,0.3636,0.3788,0.3788,0.3636,0.3485,0.4545,0.5,0.4242,0.4848,0.4697,0.4697,0.4848,0.4394,0.4394,0.5,0.4545,0.4697,0.4697,0.4394,0.5,0.4545,0.4697,0.5,0.4848,0.5455,0.4848,0.4848,0.5,0.4545,0.4545,0.4545,0.5,0.5,0.4545,0.4697,0.5,0.5,0.4545,0.4394,0.4697,0.4848,0.4848,0.4848,0.4848,0.4697,0.4848,0.5,0.4697,0.5,0.4697,0.5,0.4848,0.4848,0.4848,0.4848,0.5,0.4848,0.5152,0.5,0.4848,0.4848,0.4848,0.4697,0.5,0.4697,0.4697,0.4848,0.4848,0.4848,0.4848,0.4697,0.4697,0.4697,0.4697,0.5,0.4848,0.5,0.4848,0.5152,0.5,0.4848,0.5,0.4848,0.4848,0.5,0.5152,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4242,0.4242,0.4242,0.4242,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.4091,0.2121,0.2879,0.3939,0.3939,0.3939,0.4091,0.4545,0.4697,0.4697,0.4848,0.4697,0.4848,0.2727,0.3182,0.3788,0.3788,0.3788,0.3636,0.3939,0.3939,0.3939,0.3939,0.4091,0.4091,0.2727,0.3182,0.3788,0.3788,0.3788,0.3636,0.3939,0.3939,0.3939,0.3939,0.4091,0.4091,0.5152,0.5152,0.5,0.5152,0.5152,0.5303,0.5303,0.5303,0.5303,0.5303,0.5,0.5,0.5,0.5,0.5,0.5152,0.5,0.4848,0.4848,0.4848,0.5,0.5,0.4848,0.4848,0.4697,0.5152,0.5,0.4848,0.4697,0.4545,0.5152,0.5,0.4848,0.4697,0.4545,0.5,0.4848,0.4545,0.4545,0.4394,0.1212,0.0758,0.0758,0.197,0.0909,0.0758,0.1212,0.0455,0.0758,0.0758,0.0909,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.3182,0.4091,0.4242,0.4242,0.4242,0.4242,0.4242,0.4242,0.4242,0.2424,0.2879,0.3333,0.3485,0.4242,0.4242,0.4394,0.4697,0.4848,0.3485,0.3636,0.4091,0.3939,0.4091,0.4394,0.4848
breastw,683,9,34.9927,0.7782,0.8912,0.9289,0.8889,0.9247,0.9163,0.9331,0.9289,0.9331,0.9331,0.9289,0.9414,0.9247,0.9414,0.9414,0.9454,0.9456,0.9414,0.8996,0.9163,0.9498,0.9372,0.9247,0.9372,0.9372,0.9456,0.9456,0.9121,0.9247,0.9331,0.9414,0.9372,0.9456,0.9331,0.9331,0.9372,0.8661,0.9121,0.9247,0.9205,0.9247,0.9372,0.9414,0.9289,0.9414,0.887,0.887,0.9163,0.9038,0.9205,0.9163,0.9331,0.9205,0.9331,0.6318,0.6695,0.7113,0.8787,0.8828,0.8243,0.9205,0.9289,0.9414,0.9289,0.9121,0.9121,0.9247,0.9163,0.9247,0.9289,0.9163,0.9331,0.9205,0.9331,0.9247,0.9331,0.9247,0.9289,0.9247,0.9331,0.9331,0.9289,0.9372,0.9372,0.9205,0.9372,0.9247,0.9289,0.9289,0.9247,0.9331,0.9247,0.9372,0.9331,0.9247,0.9331,0.9247,0.9331,0.9247,0.9289,0.9372,0.9372,0.9289,0.9289,0.9289,0.9247,0.9331,0.9289,0.9331,0.9289,0.9331,0.9289,0.9289,0.9331,0.9163,0.9331,0.9331,0.9247,0.9289,0.9289,0.9289,0.9289,0.9289,0.9289,0.9331,0.9331,0.9289,0.9372,0.9289,0.9372,0.9289,0.9247,0.9205,0.9331,0.9331,0.9289,0.9289,0.9289,0.9331,0.9247,0.9289,0.9289,0.8992,0.9079,0.9163,0.9163,0.9205,0.9247,0.9372,0.9414,0.9414,0.9414,0.9414,0.9414,0.8992,0.9038,0.9079,0.9079,0.9163,0.9205,0.9247,0.9289,0.9289,0.9331,0.9372,0.9414,0.8992,0.8996,0.9038,0.9079,0.9163,0.9163,0.9247,0.9289,0.9289,0.9331,0.9372,0.9372,0.4979,0.2218,0.2176,0.1088,0.1004,0.1423,0.1688,0.2,0.251,0.2887,0.3222,0.3235,0.523,0.2594,0.2259,0.1381,0.113,0.1925,0.2574,0.2887,0.3264,0.3559,0.3849,0.3933,0.523,0.2594,0.2259,0.1381,0.113,0.1925,0.2574,0.2887,0.3264,0.3559,0.3849,0.3933,0.9498,0.9498,0.9498,0.9498,0.9498,0.9372,0.9372,0.937,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9289,0.9331,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.1584,0.1261,0.7657,0.4477,0.0879,0.2176,0.5556,0.3556,0.7908,0.1732,0.2696,0.2092,0.0696,0.0975,0.1191,0.1277,0.0482,0,0.441,0.5932,0.7443,0.8243,0.8954,0.9247,0.9414,0.9414,0.9414,0.1126,0.2017,0.2929,0.3906,0.4728,0.5565,0.6318,0.7238,0.7531,0.3013,0.2301,0.205,0.1164,0.0628,0.0544,0.0932
glass,214,9,4.2056,0.1111,0,0,0,0.1111,0.1111,0,0.1111,0.1111,0.1111,0.1111,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.125,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.2222,0.2222,0.1111,0.2222,0.2222,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.2222,0.2222,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.2222,0.2222,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0.1111,0,0,0.1111,0,0,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0,0,0,0,0,0,0,0,0.2222,0.1111,0.2222,0.1111,0.1111,0.1111,0.1111
ionosphere,351,33,35.8974,0.3413,0.5079,0.4365,0.5952,0.5794,0.5794,0.6667,0.5079,0.5794,0.5873,0.6587,0.6349,0.6746,0.619,0.6111,0.627,0.627,0.619,0.672,0.6667,0.6508,0.6349,0.6746,0.6667,0.6825,0.6429,0.6587,0.6746,0.7063,0.6825,0.6667,0.6667,0.6508,0.6587,0.6587,0.6587,0.6905,0.7063,0.6984,0.6667,0.6746,0.7143,0.6984,0.7063,0.6825,0.6111,0.6667,0.6825,0.7222,0.6905,0.6905,0.6984,0.7143,0.7063,0.8175,0.8095,0.8571,0.873,0.8651,0.8651,0.8571,0.5317,0.627,0.6667,0.6429,0.6587,0.6587,0.6587,0.6905,0.6587,0.6111,0.6349,0.6587,0.6667,0.6429,0.6587,0.6508,0.6667,0.6508,0.5952,0.619,0.6587,0.6508,0.6667,0.6667,0.6746,0.6508,0.6587,0.5714,0.6429,0.6429,0.6746,0.6587,0.6587,0.6429,0.6587,0.6825,0.5952,0.6587,0.6429,0.6587,0.6667,0.6508,0.6587,0.6746,0.6587,0.5873,0.627,0.6587,0.6587,0.6587,0.6667,0.6587,0.6587,0.6667,0.6111,0.627,0.6587,0.6587,0.6667,0.6587,0.6587,0.6508,0.6587,0.5952,0.6429,0.6429,0.6587,0.6587,0.6587,0.6587,0.6587,0.6587,0.5952,0.6349,0.6508,0.6508,0.6587,0.6508,0.6667,0.6587,0.6587,0.8492,0.881,0.8413,0.8095,0.7857,0.746,0.627,0.619,0.6032,0.6032,0.6032,0.6032,0.8492,0.8571,0.873,0.881,0.8571,0.8333,0.754,0.728,0.7222,0.6984,0.6905,0.6825,0.8492,0.8651,0.881,0.873,0.8413,0.8175,0.746,0.6825,0.6587,0.6429,0.6349,0.627,0.4841,0.7302,0.7778,0.7778,0.7381,0.7143,0.6905,0.6825,0.6746,0.6508,0.6508,0.6508,0.6032,0.7937,0.8413,0.7857,0.7698,0.7619,0.7381,0.754,0.746,0.7381,0.7143,0.6984,0.6032,0.7937,0.8413,0.7857,0.7698,0.7619,0.7381,0.754,0.746,0.7381,0.7143,0.6984,0.4444,0.4444,0.4444,0.4444,0.4444,0.3571,0.3571,0.3492,0.3492,0.3492,0.1984,0.1984,0.1905,0.1905,0.1825,0.1825,0.1746,0.1667,0.1667,0.1667,0.1825,0.1825,0.1746,0.1746,0.1746,0.1746,0.1746,0.1746,0.1667,0.1667,0.1587,0.1587,0.1587,0.1587,0.1587,0.1587,0.1587,0.1587,0.1587,0.1587,0.1825,0.3571,0.3413,0.2857,0.3571,0.4762,0.4841,0.5,0.5,0.4762,0.4286,0.2937,0.2222,0.2857,0.3254,0.3492,0.3254,0.2381,0.6429,0.6508,0.6825,0.6984,0.7302,0.7143,0.6825,0.6667,0.6508,0.254,0.2698,0.3175,0.3413,0.4127,0.4048,0.4048,0.4206,0.4286,0.7222,0.7937,0.8175,0.8016,0.7619,0.746,0.7063
letter,1600,32,6.25,0.08,0.14,0.02,0.05,0.06,0.06,0.05,0.05,0.03,0.13,0.09,0.06,0.09,0.1,0.09,0.08,0.08,0.08,0.11,0.14,0.09,0.08,0.12,0.1,0.12,0.12,0.11,0.1,0.1,0.07,0.09,0.09,0.09,0.1,0.1,0.13,0.14,0.13,0.15,0.09,0.13,0.09,0.12,0.11,0.12,0.13,0.1,0.18,0.13,0.11,0.09,0.14,0.13,0.12,0.22,0.41,0.42,0.42,0.37,0.35,0.29,0.07,0.07,0.04,0.09,0.14,0.09,0.1,0.08,0.11,0.08,0.07,0.1,0.09,0.1,0.09,0.07,0.13,0.08,0.08,0.12,0.09,0.1,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.1,0.11,0.1,0.08,0.07,0.07,0.09,0.11,0.1,0.1,0.08,0.09,0.11,0.09,0.07,0.09,0.09,0.08,0.13,0.08,0.08,0.09,0.12,0.08,0.1,0.11,0.08,0.09,0.1,0.07,0.07,0.1,0.1,0.08,0.08,0.09,0.11,0.09,0.09,0.09,0.12,0.1,0.1,0.1,0.1,0.08,0.1,0.11,0.08,0.1,0.09,0.11,0.51,0.39,0.32,0.3,0.29,0.2626,0.25,0.24,0.22,0.21,0.22,0.2,0.51,0.41,0.4,0.35,0.33,0.31,0.3,0.29,0.29,0.28,0.27,0.27,0.51,0.39,0.38,0.34,0.33,0.31,0.27,0.27,0.26,0.25,0.24,0.25,0.21,0.55,0.48,0.43,0.4,0.38,0.29,0.27,0.24,0.24,0.22,0.22,0.24,0.53,0.52,0.5,0.45,0.42,0.36,0.35,0.3,0.28,0.28,0.25,0.24,0.53,0.52,0.5,0.45,0.42,0.36,0.35,0.3,0.28,0.28,0.25,0.05,0.05,0.05,0.06,0.06,0.08,0.08,0.08,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.06,0.06,0.06,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.1,0.1,0.08,0.08,0.08,0.07,0.08,0.03,0.08,0.09,0.04,0.06,0.11,0.06,0.1,0.12,0.23,0.29,0.35,0.38,0.39,0.38,0.37,0.33,0.28,0.18,0.16,0.15,0.14,0.14,0.13,0.12,0.11,0.1,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.39,0.46,0.5,0.46,0.44,0.45,0.38
lympho,148,18,4.0541,0.1667,0.1667,0.3333,0.1667,0.6667,0.5,0.6667,0.5,0.6667,0.3333,0.5,0.1667,0.3333,0.3333,0.5,0.6667,0.5,0.6667,0.1667,0.5,0.3333,0.6667,0.5,0.6667,0.6667,0.6667,0.6667,0,0.1667,0.1667,0,0.5,0.5,0.5,0.6667,0.6667,0.1667,0.1667,0.3333,0.3333,0.5,0.5,0.5,0.6667,0.5,0.1667,0,0.1667,0.1667,0.1667,0.3333,0.6667,0.1667,0.3333,0.1667,0.5,0.5,0.5,0.5,0.5,0.6667,0.8333,0.8333,0.8333,1,0.6667,0.8333,0.8333,0.8333,0.8333,0.6667,0.8333,0.8333,1,0.8333,0.8333,0.8333,1,0.8333,0.8333,0.8333,0.8333,1,1,1,0.8333,1,0.8333,0.6667,0.8333,0.8333,0.8333,0.8333,0.8333,1,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,1,0.8333,1,0.8333,0.8333,0.8333,1,1,1,0.8333,1,0.8333,0.8333,0.8333,0.8333,1,1,0.8333,1,0.8333,1,0.8333,0.8333,0.8333,1,1,1,0.8333,1,0.8333,0.8333,0.8333,0.8333,1,1,0.8333,1,1,0.8333,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0,0.3333,0.5,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.1667,0.1667,0.5,0.5,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.1667,0.1667,0.5,0.5,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.6667,0.6667,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0.6667,0.6667,0.6667,0.6667,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,0,0,0,0,0.1667,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0.1667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,1,0.8333,0.8333,0.6667,0.6667,0.6667,0.6667,0.6667,0,0,0.5,0.5,0.5,0.6667,0.6667
